OBJECTID,agency,comments,mapmethod,datecurrent,uniquefireidentifier,fireyear,incidentname,pooownerunit,perimeterdatetime,gisacres,complexname,firecode,complexparentirwinid,pooresponsibleunit,state,inciwebid,localincidentidentifier,irwinid,incomplex,complexfirecode,SHAPE_Length,SHAPE_Area
7202,CDF,FIMT,Unknown,2017/08/01 00:00:00+00,2017-CAAEU-021652,2017,Latrobe Incident,CAAEU,2017/07/31 11:58:00+00,1268.11017944,,,,CAAEU,CA,,021652,{40F38CA9-CE73-4CA9-95F7-A4B4578710F4},N,,0.152146015506153,0.000530162455130853
7234,State Agency,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2011-CALNU-006823,2011,BEACON,,2011/08/27 00:00:00+00,702.76573249,,,,CALNU,CA,,006823,,N,,0.110578044536062,0.000292914731530722
7243,BLM,,Unknown,2011/12/04 00:00:00+00,2011-CANOD-004362,2011,Holbrook 2,,2011/09/24 00:00:00+00,84.09361605,,GG5A,,CANOD,CA,,004362,,N,,0.0451229517790988,3.6477159173173e-05
7244,BLM,,Unknown,2011/12/04 00:00:00+00,2011-CANOD-003195,2011,Hog,,2011/07/30 00:00:00+00,267.35284748,,F8UR,,CANOD,CA,,003195,,N,,0.0719304230237549,0.000115472420495898
7256,State Agency,,Unknown,2014/07/11 00:00:00+00,2014-CALNU-005465,2014,Monticello,,2014/07/10 15:19:00+00,6599.39178425,,H69N,,CALNU,CA,,005465,{E75D8CBD-754B-4CF5-8A60-ED51AD34F0D6},N,,0.308921804295226,0.00275939520190542
7282,State Agency,,Unknown,2013/06/20 00:00:00+00,2011-CAFKU-012775,2011,GATOS,,2011/05/22 00:00:00+00,209.78114274,,GJ35,,CAFKU,CA,,012775,,N,,0.0409618451779827,8.50737252471809e-05
7283,Local Agency,,Unknown,2013/06/20 00:00:00+00,2011-CAKRN-027925,2011,REED,,2011/09/10 00:00:00+00,5899.56858866,,GFG8,,CAKRN,CA,,027925,,N,,0.237965804399056,0.00237240939739805
7284,State Agency,,Unknown,2013/06/20 00:00:00+00,2011-CATUU-000134,2011,STAGE,,2011/06/27 00:00:00+00,1129.85503769,,F5RS,,CATUU,CA,,000134,,N,,0.104536675393655,0.00045586802088745
7285,State Agency,,Unknown,2013/06/20 00:00:00+00,2011-CATUU-000345,2011,ROADRUNNER,,2011/09/04 00:00:00+00,334.62602026,,GEK8,,CATUU,CA,,000345,,N,,0.0709653619047769,0.00013539519909534
7286,State Agency,,Unknown,2013/06/20 00:00:00+00,2011-CATCU-010455,2011,BLUE,,2011/12/01 00:00:00+00,439.34029811,,GLC6,,CATCU,CA,,010455,,N,,0.130134455340114,0.000183234152409221
7295,State Agency,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2011-CAFKU-011499,2011,WEST,,2011/09/23 00:00:00+00,214.02189242,,,,CAFKU,CA,,011499,,N,,0.0544346014910733,8.68386996056143e-05
7297,State Agency,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2011-CAFKU-004726,2011,HIGHWAY,,2011/05/06 00:00:00+00,114.57971812,,,,CAFKU,CA,,004726,,N,,0.0419807848862911,4.6495516258572e-05
7313,State Agency,,Unknown,2011/09/09 00:00:00+00,2011-CASKU-006407,2011,Hawkinsville,,2011/09/02 00:00:00+00,120.1134693,,GD6X,,CASKU,CA,,006407,,N,,0.0342919739751519,5.26476464960486e-05
7314,USFS,,Unknown,2011/10/03 00:00:00+00,2011-CABDF-013860,2011,Windy Point,,2011/09/25 15:59:59+00,541.4961264,,GG5K,,CABDF,CA,,013860,,N,,0.0670247028427147,0.00021351489106483
7335,Local agency,,Unknown,2011/09/15 00:00:00+00,2011-CAKRN-GFF9,2011,Black,,2011/09/13 20:51:59+00,2577.54774241,Keene Complex,GFF9,,CAKRN,CA,,,,Y,GFF9,0.149394191439546,0.00103221879771247
7336,NPS,,Unknown,2011/08/15 00:00:00+00,2011-CAYNP-002558,2011,Avalanche,,2011/08/14 00:00:00+00,954.33809332,,F8XL,,CAYNP,CA,,002558,,N,,0.131066332351069,0.000394385432451729
7358,USFS,FIMT,Unknown,2011/08/03 00:00:00+00,2011-CAMDF-000325,2011,Mammoth,,2011/07/18 09:17:00+00,1351.93620787,Scorpion Complex,,,CAMDF,CA,,000325,,Y,F7KH,0.0989380768551814,0.000592343598294521
7364,USFS,FIMT,Unknown,2017/08/29 00:00:00+00,2017-CAKNF-004540,2017,ISLAND,CAKNF,2017/08/29 00:23:00+00,124.44756029,SALMON AUGUST COMPLEX,K3MR,{c5d9c872-35d6-482c-ba68-91b783796d48},CAKNF,CA,5304,004540,{A3413A05-FB2E-418D-8D13-5667BFE92A68},Y,K9N2,0.0422179721342765,5.4243013375401e-05
7446,CDF,,Infrared Image,2017/10/21 00:00:00+00,2017-CACZU-007822,2017,BEAR,CACZU,2017/10/20 20:57:00+00,341.13622082,,LFY3,,CACZU,CA,,007822,{BDC98A6B-5985-4CDC-A3FC-C152AE8BB1C7},N,,0.0611140551804079,0.000140085960390212
7456,USFS,GPS,GPS-Unknown Travel Method,2011/12/07 00:00:00+00,2011-CAENF-028070,2011,SPI 311,,2011/12/06 14:00:00+00,19.56475393,Eldorado Wind Complex,,,CAENF,CA,2737,028070,,Y,GLE7,0.0153407228437942,8.21566553675244e-06
7496,CDF,"Event Standard Perims; Original Data in LNU Complex but no Irwin link to complex",Unknown,2017/10/26 00:00:00+00,2017-CALNU-010057,2017,Pocket,CALNU,2017/10/25 21:30:00+00,17359.43122513,,,,CALNU,CA,,010057,{76684AA7-F35B-4475-AB88-5680B8448865},N,,1.16589443212827,0.00728211438166762
7497,CDF,"Event Standard Perims; Original Data in LNU Complex but no Irwin link to complex",Unknown,2017/10/26 00:00:00+00,2017-CALNU-010045,2017,TUBBS,CALNU,2017/10/25 21:30:00+00,36807.51753516,,LE5R,,CALNU,CA,,010045,{2C61FF85-6DAA-4958-AB36-7D84DDBDA971},N,,1.41341093584724,0.0153948456183828
7543,USFS,No entry in FireCode,Unknown,2011/08/12 00:00:00+00,2011-CAANF-003714,2011,Sheep,,2011/07/31 00:00:00+00,0.55510666,,,,CAANF,CA,,003714,,N,,0.0021645296254275,2.20080700002143e-07
7655,BLM,GPS ground,GPS-Walked/ Driven,2011/12/04 00:00:00+00,2011-CACDD-013812,2011,Quail,,2011/09/23 00:00:00+00,138.64995848,,GG3J,,CACDD,CA,,013812,,N,,0.0304714361907893,5.56582363859556e-05
7660,Local Agency,"GPS air; SBC Fire PFE",GPS-Flight,2013/06/20 00:00:00+00,2011-CASBC-F90D,2011,CANYON,,2011/08/10 00:00:00+00,188.97867072,,F90D,,CASBC,CA,,,,N,,0.0561836606768756,7.54328317703718e-05
7661,Local Agency,alt inc # 18260,Unknown,2013/06/20 00:00:00+00,2011-CAKRN-018260,2011,QUINN,,2011/06/21 00:00:00+00,3138.89724899,,F5FH,,CAKRN,CA,,018260,,N,,0.1817853223268,0.00126585837277101
7748,Local Agency,alt inc # 25071,Unknown,2013/06/20 00:00:00+00,2011-CAKRN-025071,2011,GRAPE,,2011/08/17 00:00:00+00,155.19195643,,GA15,,CAKRN,CA,,025071,,N,,0.0483229995357187,6.19365682781219e-05
7749,Local Agency,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2011-CAKRN-128019,2011,BLUE,,2011/09/10 00:00:00+00,561.4401913,,,,CAKRN,CA,,128019,,N,,0.0808188621107697,0.000226445066849676
7751,Local Agency,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2011-CAKRN-1129618,2011,OLD,,2011/09/23 00:00:00+00,408.66964801,,,,CAKRN,CA,,1129618,,N,,0.0620214594709713,0.000164862418776904
7762,USFS,"CAL FIRE inc # 9968; no entry in FireCode",Unknown,2013/06/20 00:00:00+00,2011-CABDF-012829,2011,HILL,,2011/09/02 00:00:00+00,1159.32522922,,,,CABDF,CA,,012829,,N,,0.125430915571841,0.000459763259304609
7794,USFS,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2011-CABDF-012349,2011,KEN,,2011/08/22 00:00:00+00,322.39538078,,,,CABDF,CA,,012349,,N,,0.0720811852241456,0.000127689838466726
7816,BLM,GPS ground,GPS-Walked/ Driven,2011/12/04 00:00:00+00,2011-CACDD-010839,2011,Cahuilla,,2011/07/17 00:00:00+00,97.5458581,,F7NF,,CACDD,CA,,010839,,N,,0.0303327498748746,3.87644905499857e-05
7839,USFS,IR heat perimeter,Infrared Image,2014/08/10 00:00:00+00,2014-CALNF-003479,2014,Bald,,2014/08/10 02:03:00+00,39752.19453566,,H98T,,CALNF,CA,4022,003479,{A4CDC414-C3D1-4175-9CF3-DD0674AEE1EF},N,,0.903112677495142,0.0171845672768563
7954,USFS,,Infrared Image,2017/07/28 00:00:00+00,2017-CAMDF-000716,2017,RIMROCKVII,CAMDF,2017/07/27 22:50:00+00,162.48967333,,,,CAMDF,CA,,000716,{5D881646-68E5-4CF0-BE45-656717FD6209},N,,0.0457181954854261,7.13717761695728e-05
7955,C&L,"FIMT; locally managed as ""Malibu Complex"" along with Stokes fire, but no Malibu Complex is in Irwin",Unknown,2017/07/05 00:00:00+00,2017-CALAC-191835,2017,TOPANGA,CASMP,2017/07/03 00:00:00+00,29.05957031,,,,CALAC,CA,,191835,{481687B7-6B0A-480B-A7A3-5E7F323AC224},N,,0.0176558648383107,1.14831462597932e-05
7958,USFS,,Unknown,2017/08/21 00:00:00+00,2017-CASRF-000890,2017,ZULU 6,CASRF,2017/08/20 22:34:59+00,26.37249443,,,,CASRF,CA,,000890,{F2C56896-7404-4E04-92E9-78CD7A25AF3C},N,,0.0291143223313585,1.15127877410078e-05
7959,USFS,,Unknown,2017/08/21 00:00:00+00,2017-CASRF-000916,2017,ZULU 7,CASRF,2017/08/20 22:34:59+00,19.36930329,,,,CASRF,CA,,000916,{A2FFD75C-1BFC-4518-8F47-FB561A1CC74E},N,,0.0149479725109671,8.45531831189922e-06
7960,USFS,,Unknown,2017/08/27 00:00:00+00,2017-CASRF-000732,2017,LITTLE,CASRF,2017/08/26 21:06:00+00,2.71550539,Orleans Complex,,{6afb77bb-2dbe-40ef-b3c9-8ba44ee9b999},CASRF,CA,,000732,{8D540CFE-8A2E-41F4-9EF0-6D06DABC2F0F},Y,K734,0.00648869478745359,1.18636318853734e-06
7962,USFS,,Unknown,2017/08/27 00:00:00+00,2017-CASRF-000886,2017,ZULU 2,CASHF,2017/08/26 21:06:00+00,3.65940103,Orleans Complex,,{6afb77bb-2dbe-40ef-b3c9-8ba44ee9b999},CASRF,CA,,000886,{1CA7CC51-A242-45DC-8A88-C2CF83825FB4},Y,K734,0.00692252426471566,1.59723992531237e-06
7963,USFS,,Unknown,2017/08/27 00:00:00+00,2017-CAKNF-006068,2017,GRIZZLY,CAKNF,2017/08/27 00:36:00+00,90.60489491,SALMON AUGUST COMPLEX,,{c5d9c872-35d6-482c-ba68-91b783796d48},CAKNF,CA,,006068,{E3848EFE-C366-4801-BF5A-C7B4CACFE1F9},Y,K9N2,0.0339166399048694,3.92815035910946e-05
7964,USFS,,Unknown,2017/08/27 00:00:00+00,2017-CAKNF-005974,2017,MARY,CAKNF,2017/08/27 00:36:00+00,91.33449883,SALMON AUGUST COMPLEX,,{c5d9c872-35d6-482c-ba68-91b783796d48},CAKNF,CA,,005974,{94EFA0C0-C482-4F6F-821E-6115D4D8A7F4},Y,K9N2,0.0347477229877292,3.9604236835563e-05
8019,NPS,"WFDSS; GPS ground",GPS-Walked/ Driven,2014/08/05 00:00:00+00,2014-CAKNP-000227,2014,Lower Tent Meadow,,2014/08/03 00:00:00+00,8.0933956,,JAF1,,CAKNP,CA,,000227,{ED03AFF3-3649-4277-962B-E3017500934D},N,,0.0174443829453471,3.30811667141134e-06
8020,NPS,"WFDSS; GPS ground",GPS-Walked/ Driven,2014/11/03 00:00:00+00,2014-CAYNP-000055,2014,Lembert,,2014/10/17 00:00:00+00,4.44060503,,H8L4,,CAYNP,CA,,000055,{16EE1157-CA0D-42FA-A04A-A6097D493A6D},N,,0.00859288183703845,1.84049187700778e-06
8022,Local Agency,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2011-CAKRN-1129619,2011,65,,2011/09/23 00:00:00+00,2003.30755879,,,,CAKRN,CA,,1129619,,N,,0.18396846565846,0.000808071270253324
8023,Local Agency,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2011-CAKRN-1127883,2011,LIGHTNING,,2011/09/10 00:00:00+00,550.79384299,,,,CAKRN,CA,,1127883,,N,,0.0771452859439349,0.000221426465295483
8035,State Agency,IR heat perimeter,Infrared Image,2014/09/16 00:00:00+00,2014-CAMMU-016429,2014,Courtney,,2014/09/16 01:51:59+00,254.47707164,,JEE3,,CAMMU,CA,,016429,{546E5E3D-3FEF-4528-BB3F-7EEF2AD93077},N,,0.0851441867885354,0.000104680168661057
8044,USFS,WFDSS,Unknown,2014/09/05 00:00:00+00,2014-CAANF-004243,2014,Power,,2014/09/02 11:57:00+00,5.72746817,,JDS3,,CAANF,CA,,004243,{DC9B355D-913B-4CD3-9EB0-3CFDFA0E1A25},N,,0.00725350943522074,2.27752467740959e-06
8047,NPS,"WFDSS; GPS ground",GPS-Walked/ Driven,2014/08/21 00:00:00+00,2014-CAKNP-000235,2014,Kern,,2014/08/19 00:01:00+00,10.57936699,,JB0G,,CAKNP,CA,,000235,{06D8883B-38F7-42F8-9063-CDD4736AAB66},N,,0.012419893896874,4.30313756641548e-06
8051,NPS,"WFDSS; GPS ground",GPS-Walked/ Driven,2014/10/01 00:00:00+00,2014-CAYNP-000057,2014,Dark Hole,,2014/08/12 00:00:00+00,1076.47698947,,H8PZ,,CAYNP,CA,,000057,{966E1EEB-DD6F-45FD-941F-AFAAA618E67E},N,,0.118932356492211,0.000445748906169372
8052,State Agency,,Unknown,2014/10/02 00:00:00+00,2014-CASHU-008322,2014,Gulch,,2014/09/14 17:13:59+00,1374.70348032,,JD73,,CASHU,CA,,008322,{5EA0C455-3F72-4677-8AF4-87D3D1D3CE64},N,,0.13740183056709,0.000592872966072961
8053,Other,,Unknown,2014/05/27 00:00:00+00,2014-CAMCP-001554,2014,Tomahawk,,2014/05/26 09:49:59+00,6045.61213213,,H4HY,,CAMCP,CA,,001554,{AA4C08F7-290B-4EED-AFA1-047093076A06},N,,0.314108843524184,0.00237007117458492
8054,USFS,Updated perimeter based on IR video from AA51 taken on PM of 8/12/2017,Infrared Image,2017/08/14 00:00:00+00,2017-CASNF-001476,2017,BUTTE,CASNF,2017/08/12 21:59:59+00,611.09583562,,K89W,,CASNF,CA,5480,001476,{081DFEFC-3EBA-4CEF-B694-53A6367A6849},N,,0.0749089804285463,0.000252170621125126
8055,State Agency,,Unknown,2014/05/30 00:00:00+00,2014-CAMMU-008974,2014,Hunter,,2014/05/30 00:21:59+00,690.98202654,,H44M,,CAMMU,CA,,008974,{84F7907B-38B1-421A-8665-4B827D76D054},N,,0.116534731311655,0.000285474155149222
8073,State Agency,,Unknown,2014/08/29 00:00:00+00,2014-CASHU-007763,2014,Oregon,,2014/08/28 14:42:59+00,460.5651975,,JC78,,CASHU,CA,,007763,{75B12E61-D246-4776-9B2F-44CF45E42B16},N,,0.0975416817630748,0.000198726784270533
8076,State Agency,,Unknown,2014/09/09 00:00:00+00,2014-CAMMU-015818,2014,Bridge,,2014/09/08 19:08:00+00,270.14829816,,JD2Y,,CAMMU,CA,,015818,{631C7AAD-6156-44BA-813C-BD8D0907BAB9},N,,0.0697915447533379,0.000111325865027302
8078,State Agency,,Unknown,2014/09/18 00:00:00+00,2014-CAMEU-008882,2014,Black,,2014/09/17 17:10:59+00,403.20662347,,JEB9,,CAMEU,CA,,008882,{9C23F2BB-E55B-4D1E-B6A1-1438CE74C47C},N,,0.0852531063233279,0.000170289057157881
8079,State Agency,,Unknown,2014/09/21 00:00:00+00,2014-CASKU-007064,2014,Boles,,2014/09/20 08:51:00+00,516.29280447,,JEH7,,CASKU,CA,,007064,{EAB1F800-B581-4679-8FC0-398C41C50F38},N,,0.178852826860179,0.000225084924387567
8090,State Agency,,Unknown,2014/10/14 00:00:00+00,2014-CANEU-023454,2014,Applegate,,2014/10/13 16:34:00+00,460.02467805,,JFK9,,CANEU,CA,,023454,{A6C684AC-EC30-4000-AE47-DFD6F03D777A},N,,0.137120525607303,0.000193622873634141
8104,Local Agency,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2011-CALAC-194722,2011,EAST,,2013/06/11 00:00:00+00,111.91535075,,,,CALAC,CA,,194722,,N,,0.0341834196334088,4.45608926892544e-05
8125,NPS,WFDSS,Infrared Image,2018/11/27 00:00:00+00,2018-CAKNP-000169,2018,Eden,CAKNP,2018/11/25 20:42:00+00,1777.62839369,,L5PU,,CAKNP,CA,6248,000169,{EF41EF9A-BF58-46D3-8F4A-4E5F13BB9D02},N,,0.130287960622771,0.000722764738586967
8141,USFS,FIMT,Unknown,2011/08/30 00:00:00+00,2011-CASNF-002119,2011,Motor,,2011/08/29 23:03:00+00,5230.33814908,,GCC6,,CASNF,CA,2520,002119,,N,,0.272520832180072,0.00216182262926874
8187,USFS,"WFDSS; GPS ground",GPS-Walked/ Driven,2012/06/14 00:00:00+00,2012-CAANF-002639,2012,Shinn,,2012/06/14 00:00:00+00,5.99635832,,GWW4,,CAANF,CA,,002639,,N,,0.00887045845461301,2.37284581725183e-06
8203,State Agency,,Unknown,2012/07/24 00:00:00+00,2012-CALNU-005495,2012,Forest,,2012/07/23 17:54:00+00,601.84727859,,G20D,,CALNU,CA,,005495,,N,,0.0824812894387373,0.000252664188724039
8223,State Agency,,Unknown,2012/07/24 00:00:00+00,2012-CASLU-005716,2012,Calf,,2012/07/19 16:47:00+00,616.97582191,,G2J3,,CASLU,CA,,005716,,N,,0.0960516354411751,0.00024771866119103
8247,NPS,"WFDSS; GPS air",GPS-Flight,2012/07/27 00:00:00+00,2012-CAKNP-000072,2012,Woods Creek,,2012/07/26 00:00:00+00,324.34382428,,G2EX,,CAKNP,CA,,000072,,N,,0.0684793290486646,0.000132661689859494
8256,State Agency,FIMT,Unknown,2012/06/21 00:00:00+00,2012-CAMVU-006329,2012,Old,,2012/06/20 04:05:00+00,995.68121436,,GX7F,,CAMVU,CA,,006329,,N,,0.124998183284246,0.000387457518789097
8269,State Agency,FIMT,Unknown,2012/07/02 00:00:00+00,2012-CABDU-009041,2012,Oasis,,2012/07/01 14:10:00+00,94.33823676,,G0AE,,CABDU,CA,,009041,,N,,0.0318538191149459,3.74439108802957e-05
8285,State Agency,FIMT,Unknown,2011/09/01 00:00:00+00,2011-CAMVU-009673,2011,Pala,,2011/08/31 09:58:00+00,223.7399203,,GDS4,,CAMVU,CA,,009673,,N,,0.0655669962190749,8.77391679209538e-05
8286,Local agency,FIMT,Unknown,2011/09/14 00:00:00+00,2011-CAKRN-027933,2011,Comanche,,2011/09/13 17:42:00+00,25383.38829763,Comanche Complex,,,CAKRN,CA,,027933,,Y,GFM9,0.780980177549631,0.0101568272005046
8295,State Agency,FIMT,Unknown,2012/07/14 00:00:00+00,2012-CALNU-005038,2012,Sites Complex,,2012/07/13 10:44:00+00,4429.40104261,,G1G9,,CALNU,CA,,005038,,N,,0.281823946850783,0.00187329380445656
8384,NPS,"WFDSS; GPS air",GPS-Flight,2011/09/01 00:00:00+00,2011-CAMNP-GC5M,2011,Wells,,2011/08/31 14:05:00+00,1708.17506906,,GC5M,,CAMNP,CA,,,,N,,0.214066858022451,0.000685471947602982
8388,State Agency,FIMT,Unknown,2012/07/30 00:00:00+00,2012-CATCU-006809,2012,Penn,,2012/07/28 00:04:59+00,134.28091543,,G3P6,,CATCU,CA,,006809,,N,,0.0644935962513659,5.5841609030047e-05
8423,State Agency,BLM Cal Fire DPA,Unknown,2013/06/20 00:00:00+00,2012-CAHUU-004930,2012,SPANISH,,2012/07/18 00:00:00+00,121.83423951,,G7GF,,CAHUU,CA,,004930,,N,,0.0401339895242908,5.21502500602846e-05
8429,USFS,"WFDSS; GPS ground",GPS-Walked/ Driven,2012/08/30 00:00:00+00,2012-CACNF-001614,2012,La Posta,,2012/06/19 17:00:00+00,10.94205551,,GX39,,CACNF,CA,,001614,,N,,0.0108079987035768,4.25921542832544e-06
8478,State Agency,GPS air,GPS-Flight,2012/06/26 00:00:00+00,2012-CARRU-059216,2012,Highland,,2012/06/17 09:59:59+00,2177.00927707,,GX4W,,CARRU,CA,,059216,,N,,0.152463104864347,0.00085819894891859
8509,State Agency,FIMT,Unknown,2012/07/10 00:00:00+00,2012-CASLU-G1NN,2012,Turkey,,2012/07/09 23:45:00+00,2530.04813803,,G1NN,,CASLU,CA,,,,N,,0.226306581197804,0.00102128973239898
8535,USFS,FIMT,Unknown,2011/08/03 00:00:00+00,2011-CAMDF-000181,2011,Cougar,,2011/06/11 15:32:00+00,1790.56109859,,F4RX,,CAMDF,CA,,000181,,N,,0.143042381118343,0.000783115937516405
8567,CDF,WFDSS,GPS-Walked/ Driven,2016/10/24 00:00:00+00,2016-CAAEU-029631,2016,Emerald,,2016/10/23 00:00:00+00,175.3635854,,KR72,,CAAEU,CA,,029631,{3C1A030F-C577-46FB-BAFE-A12692D31B01},N,,0.047456264769334,7.37350680548217e-05
8582,State Agency,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2012-CANEU-015902,2012,RAMIREZ,,2012/07/21 00:00:00+00,199.31824189,,,,CANEU,CA,,015902,,N,,0.0483971345993284,8.42284358273495e-05
8589,Local agency,"WFDSS; GPS air",GPS-Flight,2011/06/20 00:00:00+00,2011-CAKRN-017988,2011,Antelope,,2011/06/20 00:00:00+00,5068.76932535,,F5BL,,CAKRN,CA,,017988,,N,,0.262612607142465,0.00203668149824839
8609,BLM,,Unknown,2013/06/20 00:00:00+00,2012-CANOD-003489,2012,MARR,,2012/08/12 00:00:00+00,227.15695211,,G5Z3,,CANOD,CA,,003489,,N,,0.056074793704203,9.81647855892594e-05
8633,USFS,GPS air,GPS-Flight,2011/09/20 00:00:00+00,2011-CAANF-004969,2011,Mint,,2011/09/18 15:30:00+00,601.99156583,,GGC5,,CAANF,CA,2693,004969,,N,,0.0734174772504175,0.000239292960185589
8648,State Agency,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2011-CASCU-002637,2011,CHRISMAN,,2011/07/05 00:00:00+00,431.72941118,,,,CASCU,CA,,002637,,N,,0.0921175411243364,0.000178316901618363
8666,USFS,"WFDSS; GPS air",GPS-Flight,2012/09/04 00:00:00+00,2012-CASQF-002990,2012,Slides,,2012/09/04 06:00:00+00,254.00937041,,G7L8,,CASQF,CA,3229,002990,,N,,0.046331163047601,0.000102746724992111
8710,State Agency,"Apole Valley; no entry in FireCode",Unknown,2013/06/20 00:00:00+00,2011-CABDU-005882,2011,ROUNDUP,,2011/06/01 00:00:00+00,143.4112105,,,,CABDU,CA,,005882,,N,,0.0471308746181413,5.68960524315626e-05
8722,BLM,FIMT,Unknown,2016/06/06 00:00:00+00,2016-CACND-001134,2016,CHIMNEY,CACND,2016/06/05 15:23:00+00,1323.62739873,,J9RX,,CACND,CA,4757,001134,{EC9B6C32-6381-48C9-88E5-2223DD4A2D07},N,,0.156977975831663,0.000534467815761566
8730,State Agency,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2011-CAMMU-009446,2011,ERRECA,,2011/06/26 00:00:00+00,568.40953002,,,,CAMMU,CA,,009446,,N,,0.070231677454254,0.000232433116613289
8733,USFS,FIMT,,2015/08/10 00:00:00+00,2015-CANEU-009069,2015,Lovers,,2015/08/10 04:37:00+00,4.45582906,South Complex,JM5W,{A0137E64-0D0C-4327-9B15-B7F625775E06},CASHF,CA,4442,009069,{68A72204-D13A-4BC0-9793-227359F6EB65},Y,J0MZ,0.00529524258897608,1.91867637492979e-06
8751,CDF,"Event Standard Perims; Original Data posted as ""Final"" perimeter",Hand Sketch,2017/09/12 00:00:00+00,2017-CAMMU-018115,2017,MISSION,CAMMU,2017/09/11 00:00:00+00,988.46745793,,LBQ8,,CAMMU,CA,5588,018115,{E84C5F09-F94A-4C63-A3D5-DF73406C71BE},N,,0.190136857387252,0.000406194296793393
8752,USFS,WFDSS,,2015/08/17 00:00:00+00,2015-CAANF-003651,2015,Warm,,2015/08/17 00:00:00+00,807.45097882,,J11N,,CAANF,CA,4532,003651,{09F0F3FF-824A-4952-90B4-388A22F6398A},N,,0.0758118495230327,0.000321135988000254
8762,State Agency,IR heat perimeter,Infrared Image,2015/09/09 00:00:00+00,2015-CALNU-008268,2015,Elk,,2015/09/09 01:15:00+00,1361.83329387,,J23Q,,CALNU,CA,,008268,{13CCAF68-9187-4591-8645-D4B02C77C8A6},N,,0.106914828678342,0.000574851192472113
8768,State Agency,No entry in FireCode,Unknown,2013/06/20 00:00:00+00,2011-CATUU-000393,2011,MUD SPRINGS,,2011/09/23 00:00:00+00,342.80589889,,,,CATUU,CA,,000393,,N,,0.0576001376050299,0.000139510568938989
8786,State Agency,,Unknown,2013/06/20 00:00:00+00,2012-CAMMU-009308,2012,GAINES,,2012/06/12 00:00:00+00,1662.40007468,,GXL0,,CAMMU,CA,,009308,,N,,0.142083107748055,0.000685571057045661
8801,USFS,WFDSS,Infrared Image,2016/07/11 00:00:00+00,2016-CASRF-000683,2016,WILDERNESS,CASRF,2016/07/07 22:54:00+00,46.48741832,,KD2H,,CASRF,CA,,000683,{247B3E4F-CEB1-479B-A6A9-57F75281EFD9},N,,0.0195660656304677,2.02737186196381e-05
8816,USFS,,Unknown,2013/06/20 00:00:00+00,2012-CASHF-002999,2012,COAL,,2012/09/21 00:00:00+00,268.67763729,,G8N5,,CASHF,CA,,002999,,N,,0.0465137368816331,0.000116065630114859
8830,USFS,"WFDSS;Better mapping accomplished for more accurate acreage;GPS Ground",GPS-Unknown Travel Method,2017/08/21 00:00:00+00,2017-ORRSF-000609,2017,Ward,ORRSF,2017/08/20 00:00:00+00,63.54432368,,K9NY,,ORRSF,CA,,000609,{5B414F66-0E00-41DC-B067-A64D1A01D610},N,,0.0216039093594837,2.7942208675457e-05
8849,USFS,FIMT,Unknown,2011/09/19 00:00:00+00,2011-CALPF-002373,2011,Quarry,,2011/09/16 17:34:00+00,13.49841367,Hurricane Complex,,,CALPF,CA,2666,002373,,Y,GF0W,0.0106163672591424,5.39111421015169e-06
8861,BLM,GPS,GPS-Unknown Travel Method,2013/10/25 00:00:00+00,2012-CANOD-003418,2012,40,,2012/08/25 00:00:00+00,39.14419145,,G5F8,,CANOD,CA,,003418,,N,,0.0182695310238075,1.71042788658804e-05
8866,USFS,"WFDSS; IR heat perimeter",Infrared Image,2015/08/21 00:00:00+00,2015-CAINF-001319,2015,Walker,,2015/08/20 05:45:00+00,3815.88561867,,J1TW,,CAINF,CA,4515,001319,{A88F12A1-A647-4721-8E9E-AC6EFD97B2D5},N,,0.337269324442599,0.00158185553201135
8869,CDF,"WFDSS;GPS / Ground",GPS-Unknown Travel Method,2017/09/18 00:00:00+00,2017-CABTU-014487,2017,DIXIE,CAPNF,2017/09/14 15:59:59+00,8.63996758,,LCW7,,CABTU,CA,,014487,{4CC7BFF4-2398-4CD2-8BCA-33845A5FCF74},N,,0.0104055204065227,3.67821416164228e-06
8872,State Agency,"aka""TCU September Lightning""; no FireCode",Unknown,2013/06/20 00:00:00+00,2011-CATCU-007982,2011,MILTON,,2011/09/09 00:00:00+00,1122.45485364,,,,CATCU,CA,,007982,,N,,0.130263872626708,0.000465537640828387
8901,State Agency,,Unknown,2013/06/20 00:00:00+00,2012-CABTU-006797,2012,OREGON,,2012/07/08 00:00:00+00,117.36118982,,G1M1,,CABTU,CA,,006797,,N,,0.0341497029865515,4.97823350205081e-05
